138979,-100,4,1,1,70,0,0
140291,-50,4,1,1,70,0,0
141979,-100,4,1,1,70,0,0
142729,-33.333333333333336,4,1,1,70,0,0
143479,-100,4,1,1,70,0,0
144229,-50,4,1,1,70,0,0
144979,-100,4,1,1,70,0,0
145728,-50,4,1,1,70,0,0
148729,-33.333333333333336,4,1,1,70,0,0
149479,-50,4,1,1,70,0,0
151729,-100,4,1,1,70,0,0
152104,-50,4,1,1,70,0,0
153229,-100,4,1,1,70,0,0
153979,-50,4,1,1,70,0,0
157728,-33.333333333333336,4,1,1,70,0,0
159229,-33.333333333333336,4,1,1,70,0,1
159604,-100,4,1,1,70,0,1
160541,-50,4,1,1,70,0,1
161479,-100,4,1,1,70,0,1
162229,-50,4,1,1,70,0,1
162791,-100,4,1,1,70,0,1
163354,-50,4,1,1,70,0,1
164103,-100,4,1,1,70,0,1
164479,-33.333333333333336,4,1,1,70,0,1
165041,-50,4,1,1,70,0,1
165604,-100,4,1,1,70,0,1
166541,-33.333333333333336,4,1,1,70,0,1
167104,-50,4,1,1,70,0,1
167479,-100,4,1,1,70,0,1
167854,-50,4,1,1,70,0,1
171229,-100,4,1,1,70,0,1
171979,-1000,4,1,1,70,0,1
172353,-50,4,1,1,70,0,1
173479,-1000,4,1,1,70,0,1
173854,-50,4,1,1,70,0,1
174229,-100,4,1,1,70,0,1
174791,-50,4,1,1,70,0,1
176479,-100,4,1,1,70,0,1
177229,-50,4,1,1,70,0,1
178354,-33.333333333333336,4,1,1,70,0,1
179479,-100,4,1,1,70,0,1
180791,-50,4,1,1,70,0,1
182104,-33.333333333333336,4,1,1,70,0,1
182854,-50,4,1,1,70,0,1
183229,-50,4,1,1,70,0,0
189041,-100,4,1,1,70,0,0
189604,-50,4,1,1,70,0,0
195791,-33.333333333333336,4,1,1,70,0,0
197479,-50,4,1,1,70,0,0
203291,-100,4,1,1,70,0,0
204041,-50,4,1,1,70,0,0
207979,-100,4,1,1,70,0,0
208729,-50,4,1,1,70,0,0
209104,-100,4,1,1,70,0,0
210229,-50,4,1,1,70,0,0
210979,-100,4,1,1,70,0,0
211729,-50,4,1,1,70,0,0
212104,-100,4,1,1,70,0,0
212479,-50,4,1,1,70,0,0
213229,-100,4,1,1,70,0,0
213979,-50,4,1,1,70,0,0
215291,-100,4,1,1,70,0,0
216979,-1000,4,1,1,70,0,0
217729,-50,4,1,1,70,0,0
219979,-100,4,1,1,70,0,0
221291,-50,4,1,1,70,0,0
221854,-100,4,1,1,70,0,0
222229,-50,4,1,1,70,0,0
222979,-100,4,1,1,70,0,0
223354,-50,4,1,1,70,0,0
226729,-33.333333333333336,4,1,1,70,0,0
228229,-50,4,1,1,70,0,0
228791,-33.333333333333336,4,1,1,70,0,0
229354,-50,4,1,1,70,0,0
229729,-100,4,1,1,70,0,0
230291,-50,4,1,1,70,0,0
241979,-33.333333333333336,4,1,1,70,0,0
243041,-100,4,1,1,70,0,0
245103,-50,4,1,1,70,0,0
246791,-100,4,1,1,70,0,0
247354,-50,4,1,1,70,0,0
249041,-100,4,1,1,70,0,0
249603,-50,4,1,1,70,0,0
252604,-100,4,1,1,70,0,0
253354,-50,4,1,1,70,0,0
256353,-100,4,1,1,70,0,0
257478,-50,4,1,1,70,0,0
258229,-100,4,1,1,70,0,0
258791,-50,4,1,1,70,0,0
259354,-33.333333333333336,4,1,1,70,0,0
260103,-50,4,1,1,70,0,0
261228,-100,4,1,1,70,0,0
261791,-50,4,1,1,70,0,0
262353,-33.333333333333336,4,1,1,70,0,0
264229,-50,4,1,1,70,0,0
264791,-100,4,1,1,70,0,0
265354,-50,4,1,1,70,0,0
267041,-100,4,1,1,70,0,0
267229,-100,4,1,1,70,0,1
267604,-50,4,1,1,70,0,1
270791,-100,4,1,1,70,0,1
271354,-50,4,1,1,70,0,1
273041,-100,4,1,1,70,0,1
273604,-50,4,1,1,70,0,1
274541,-33.333333333333336,4,1,1,70,0,1
275104,-50,4,1,1,70,0,1
275479,-100,4,1,1,70,0,1
275854,-50,4,1,1,70,0,1
279229,-100,4,1,1,70,0,1
279979,-50,4,1,1,70,0,1
280354,-100,4,1,1,70,0,1
280729,-50,4,1,1,70,0,1
281479,-1000,4,1,1,70,0,1
281854,-50,4,1,1,70,0,1
282791,-100,4,1,1,70,0,1
283354,-50,4,1,1,70,0,1
284479,-100,4,1,1,70,0,1
285229,-50,4,1,1,70,0,1
285791,-100,4,1,1,70,0,1
286354,-33.333333333333336,4,1,1,70,0,1
288228,-100,4,1,1,70,0,1
288791,-50,4,1,1,70,0,1
289354,-33.333333333333336,4,1,1,70,0,1
289729,-33.333333333333336,4,1,1,70,0,0
